Number Of Sentences	First Words	First POS tags	First Phrases
1	XNAMEX	NNP	NP
1	For	IN	PP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	The	DT	NP
2	Located,This	VBN,DT	VP,NP
2	XNAMEX,Customer	NNP,NN	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	Located	RB	ADVP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,XNAMEX,XNAMEX	NNP,NNP,NNP	NP,NP,NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	There,XNAMEX	EX,NNP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	The,XNAMEX	DT,NNP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,The	NNP,DT	NP,NP
2	The,The	DT,DT	NP,NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,The	EX,DT	NP,NP
1	While	IN	SBAR
2	Inexpensive,Adults	JJ,NNS	NP,NP
1	XNAMEX	NNP	NP
3	You,They,They	PRP,PRP,PRP	NP,NP,NP
1	coffee	NN	NP
1	A	DT	NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
1	The	DT	NP
1	There	EX	NP
1	The	DT	NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	A	DT	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
3	XNAMEX,Customers,It	NNP,NNS,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	coffee,It	NN,PRP	NP,NP
1	XNAMEX	NNP	NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Children	NNP,NNP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Highly	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	there	EX	NP
2	With,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Chinese,XNAMEX	JJ,NNP	NP,NP
2	XNAMEX,it	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,XNAMEX	NNP,NNP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	VBG	VP
2	There,However	EX,RB	NP,ADVP
2	The,It	DT,PRP	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
2	The,The	DT,DT	NP,NP
2	The,It	DT,PRP	NP,NP
1	The	DT	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Rated	VBN	VP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Kid	VBG	VP
2	There,They	EX,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	RB,PRP,PRP	ADVP,NP,NP
3	XNAMEX,It,It	RB,PRP,PRP	ADVP,NP,NP
1	Chinese	JJ	NP
1	For	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	Moderately	RB	ADJP
1	XNAMEX	NNP	NP
2	Chinese,Please	JJ,UH	NP,INTJ
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
2	XNAMEX,While	NNP,IN	NP,SBAR
2	XNAMEX,While	NNP,IN	NP,SBAR
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	For	IN	PP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	There,The	EX,DT	NP,NP
2	This,Also	DT,RB	NP,ADVP
1	XNAMEX	NNP	NP
2	There,It	EX,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,This	NNP,DT	NP,NP
1	Great	NNP	NP
2	XNAMEX,This	NNP,DT	NP,NP
1	Family	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Cheap,It	JJ,PRP	NP,NP
1	The	DT	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	RB	ADVP
2	There,No	EX,DT	NP,NP
2	The,It	DT,PRP	NP,NP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	You,They	PRP,PRP	NP,NP
1	There	EX	NP
2	The,The	DT,DT	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
1	The	DT	NP
3	The,This,Rating	DT,DT,NNP	NP,NP,NP
3	XNAMEX,You,The	NNP,PRP,DT	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	XNAMEX,His	NNP,PRP$	NP,NP
3	XNAMEX,His,He	NNP,PRP$,PRP	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	For,The	IN,DT	PP,NP
1	XNAMEX	JJ	NP
1	With	IN	PP
1	XNAMEX	NNP	NP
2	Rated,It	VBN,PRP	VP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	VBG	VP
1	XNAMEX	NNP	NP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	High-priced,This,Customers	JJ,DT,NNS	NP,NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,You	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	For	IN	PP
1	The	DT	NP
1	There	EX	NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Rated	VBN	VP
3	The,It,This	DT,PRP,DT	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	An	DT	NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
1	The	DT	NP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
2	An,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	For,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	There,It	EX,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
1	The	DT	NP
1	XNAMEX	NNP	NP
1	Not	RB	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,The	NNP,PRP,DT	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	If,The	IN,DT	SBAR,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
2	A,They	DT,PRP	NP,NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
3	The,It,The	DT,PRP,DT	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	The	DT	NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
4	XNAMEX,It,It,It	NNP,PRP,PRP,PRP	NP,NP,NP,NP
2	A,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	VB	VP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	With	IN	PP
1	XNAMEX	VBG	VP
2	XNAMEX,It	NNP,PRP	NP,NP
1	There	EX	NP
2	A,It	DT,PRP	NP,NP
1	XNAMEX	VB	VP
2	XNAMEX,it	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	With,It	IN,PRP	PP,NP
1	A	DT	NP
1	XNAMEX	NNP	NP
1	The	DT	NP
2	XNAMEX,Price	NNP,NNP	NP,NP
3	XNAMEX,It,Price	NNP,PRP,NNP	NP,NP,NP
2	XNAMEX,XNAMEX	NNP,NNP	NP,NP
2	A,It	DT,PRP	NP,NP
2	With,price	IN,NN	PP,NP
3	XNAMEX,With,prices	NN,IN,NNS	NP,PP,NP
2	Near,XNAMEX	IN,NNP	PP,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
1	Rated	VBN	VP
1	XNAMEX	RB	ADVP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	The	DT	NP
4	XNAMEX,They,Customers,It	NNP,PRP,NNS,PRP	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	There,It	EX,PRP	NP,NP
2	Chinese,This	JJ,DT	NP,NP
1	A	DT	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	An	DT	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	The,The	DT,DT	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	For	IN	SBAR
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	There	EX	NP
2	An,They	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Near,They	IN,PRP	PP,NP
2	XNAMEX,in	NNP,IN	NP,PP
2	Here,It	RB,PRP	ADVP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	Here,It	RB,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	Well	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	There,They	EX,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,The,It	NNP,DT,PRP	NP,NP,NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Near	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	There,Located	EX,VBN	NP,VP
1	The	DT	NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,This	NNP,DT	NP,NP
1	A	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,They	EX,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	Located,It	VBN,PRP	VP,NP
3	XNAMEX,Customers,Located	NNP,NNS,VBN	NP,NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
1	in	IN	PP
1	a	DT	NP
1	XNAMEX	NNP	NP
4	XNAMEX,It,It,Its	NNP,PRP,PRP,PRP$	NP,NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,Chinese,The	NNP,JJ,DT	NP,NP,NP
1	XNAMEX	NNP	NP
3	At,It,Prices	IN,PRP,NNS	PP,NP,NP
1	Chinese	JJ	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Most	NNP,JJS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,It	VBN,PRP	VP,NP
2	XNAMEX,The	NNP,DT	NP,NP
3	XNAMEX,Customers,It	NNP,NNS,PRP	NP,NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	coffee,It	NN,PRP	NP,NP
2	Serving,They	VBG,PRP	VP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	The	DT	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	A,It	DT,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
3	There,This,XNAMEX	EX,DT,NNP	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	If,It	IN,PRP	SBAR,NP
1	Located	VBN	VP
1	The	DT	NP
4	XNAMEX,It,XNAMEX,This	NNP,PRP,NNP,DT	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	In	IN	PP
1	Near	IN	PP
3	XNAMEX,It,XNAMEX	NNP,PRP,NNP	NP,NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
3	There,It,Customers	EX,PRP,NNS	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,Customers	NNP,NNS	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Next	NNP,JJ	NP,ADVP
2	Come,The	VBN,DT	PP,NP
1	For	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
1	XNAMEX	VBG	VP
2	Near,Customers	IN,NNS	PP,NP
1	In	IN	PP
1	Near	IN	PP
1	XNAMEX	NNP	NP
1	Cheap	JJ	NP
1	There	EX	NP
3	XNAMEX,its,it	NNP,PRP$,PRP	NP,NP,NP
2	There,They	EX,PRP	NP,NP
2	A,It	DT,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,At	NNP,IN	NP,PP
1	coffee	NN	NP
4	XNAMEX,It,They,Sorry	NNP,PRP,PRP,RB	NP,NP,NP,ADVP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Moderate	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	There,The	EX,DT	NP,NP
2	English,Prices	JJ,NNS	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	In	IN	PP
1	Located	VBN	VP
1	The	DT	NP
1	XNAMEX	NN	NP
1	Along	IN	PP
1	Boasting	VBG	VP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	In	IN	PP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,This	NNP,DT	NP,NP
3	In,It,XNAMEX	IN,PRP,NNP	PP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	The	DT	NP
2	Located,It	VBN,PRP	VP,NP
1	There	EX	NP
1	XNAMEX	NNP	NP
1	High	NNP	NP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
2	XNAMEX,Situated	RB,VBN	ADVP,VP
3	For,It,its	IN,PRP,PRP$	PP,NP,NP
1	In	IN	PP
2	For,its	IN,PRP$	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,They	NNP,PRP	NP,NP
1	Located	VBN	VP
1	XNAMEX	NNP	NP
1	At	IN	PP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
4	A,They,It,They	DT,PRP,PRP,PRP	NP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	With	IN	PP
1	The	DT	NP
3	XNAMEX,It,They	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
1	Near	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	The,It	DT,PRP	NP,NP
1	The	DT	NP
1	There	EX	NP
2	The,Located	DT,VBN	NP,VP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	In	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	An	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	VB	VP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Customer	NN	NP
1	XNAMEX	NNP	NP
1	Next	NNP	NP
1	XNAMEX	NNP	NP
1	XNAMEX	RB	ADVP
2	XNAMEX,Cost	NNP,NN	NP,NP
1	The	DT	NP
1	XNAMEX	NNP	NP
2	XNAMEX,Highly	NNP,RB	NP,ADVP
2	XNAMEX,Prices	NNP,NNS	NP,NP
1	XNAMEX	NNP	NP
1	There	EX	NP
2	At,Although	IN,IN	PP,SBAR
3	XNAMEX,You,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Located	NNP,VBN	NP,VP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	For,It	IN,PRP	PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	Chinese,It	JJ,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	There,They	EX,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
3	There,It,Their	EX,PRP,PRP$	NP,NP,NP
1	The	DT	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
4	Located,It,With,It	VBN,PRP,IN,PRP	VP,NP,PP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
5	A,Selling,It,This,It	DT,VBG,PRP,DT,PRP	NP,VP,NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	Take,It	VB,PRP	VP,NP
2	We,We	PRP,PRP	NP,NP
3	Family,We,We	NNP,PRP,PRP	NP,NP,NP
1	Chinese	JJ	NP
1	XNAMEX	NNP	NP
4	XNAMEX,Customers,They,Keep	NNP,NNS,PRP,VB	NP,NP,NP,VP
2	XNAMEX,Received	NNP,VB	NP,VP
2	This,They	DT,PRP	NP,NP
2	If,This	IN,DT	SBAR,NP
1	With	IN	PP
1	XNAMEX	NNP	NP
2	There,The	EX,DT	NP,NP
1	XNAMEX	NNP	NP
2	A,They	DT,PRP	NP,NP
2	By,It	IN,PRP	PP,NP
2	A,This	DT,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	A,They	DT,PRP	NP,NP
1	There	EX	NP
2	XNAMEX,However	NNP,RB	NP,ADVP
2	XNAMEX,They	NNP,PRP	NP,NP
1	XNAMEX	NN	NP
1	XNAMEX	NNP	NP
2	Located,Its	VBN,PRP$	VP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Cheap,XNAMEX	JJ,NNP	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Its	NNP,PRP$	NP,NP
3	XNAMEX,They,They	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	In,It,Do	IN,PRP,VB	PP,NP,VP
2	There,It	EX,PRP	NP,NP
3	There,They,They	EX,PRP,PRP	NP,NP,NP
2	The,It	DT,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	Ideal	VBG	VP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	There,It,It	EX,PRP,PRP	NP,NP,NP
2	XNAMEX,Although	NNP,IN	NP,SBAR
1	There	EX	NP
2	XNAMEX,They	NNP,PRP	NP,NP
2	There,Their	EX,PRP$	NP,NP
2	There,They	EX,PRP	NP,NP
2	The,It	DT,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	in,They	IN,PRP	PP,NP
1	a	DT	NP
1	XNAMEX	NNP	NP
3	coffee,High,No	NN,JJ,DT	NP,NP,NP
2	The,It	DT,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,No	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,The,XNAMEX	NNP,DT,NNP	NP,NP,NP
2	XNAMEX,The	NNP,DT	NP,NP
1	XNAMEX	NNP	NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	There,They	EX,PRP	NP,NP
3	XNAMEX,It,But	NNP,PRP,CC	NP,NP,S
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,You	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	This,There	DT,EX	NP,NP
1	XNAMEX	NNP	NP
1	For	IN	PP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,The	VBN,DT	VP,NP
3	XNAMEX,It,It	NNP,PRP,PRP	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
4	XNAMEX,Be,The,Please	NNP,VB,DT,UH	NP,VP,NP,INTJ
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	There,It	EX,PRP	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	Located,With	VBN,IN	VP,PP
2	XNAMEX,It	NNP,PRP	NP,NP
1	XNAMEX	NNP	NP
2	XNAMEX,Serving	NNP,VBG	NP,NP
2	Located,If	VBN,IN	VP,SBAR
2	XNAMEX,It	NNP,PRP	NP,NP
2	Theirs,Has	VB,VB	VP,VP
2	Theirs,Has	VB,RB	VP,NP
3	XNAMEX,It,Its	NNP,PRP,PRP$	NP,NP,NP
1	XNAMEX	NNP	NP
1	XNAMEX	NNP	NP
2	XNAMEX,The	NNP,DT	NP,NP
2	XNAMEX,It	NNP,PRP	NP,NP
2	XNAMEX,Not	NNP,RB	NP,FRAG
1	XNAMEX	NNP	NP
1	By	IN	PP
